COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE
SUTTER,2020,Age groups,5–17 years,5–17 years,33,18.8
TEHAMA,2020,Age groups,5–17 years,5–17 years,28,26
TRINITY,2020,Age groups,5–17 years,5–17 years,NA,NA
TULARE,2020,Age groups,5–17 years,5–17 years,264,25.1
TUOLUMNE,2020,Age groups,5–17 years,5–17 years,20,33.3
VENTURA,2020,Age groups,5–17 years,5–17 years,259,18.6
YOLO,2020,Age groups,5–17 years,5–17 years,57,15
YUBA,2020,Age groups,5–17 years,5–17 years,24,15.3
CALIFORNIA,2020,Age groups,18–64 years,18–64 years,66284,27.6
ALAMEDA,2020,Age groups,18–64 years,18–64 years,2964,27.9
ALPINE,2020,Age groups,18–64 years,18–64 years,0,0
AMADOR,2020,Age groups,18–64 years,18–64 years,70,34.9
BUTTE,2020,Age groups,18–64 years,18–64 years,360,29.6
CALAVERAS,2020,Age groups,18–64 years,18–64 years,74,34.8
COLUSA,2020,Age groups,18–64 years,18–64 years,30,26.2
CONTRA COSTA,2020,Age groups,18–64 years,18–64 years,2085,30.3
DEL NORTE,2020,Age groups,18–64 years,18–64 years,72,44.2
EL DORADO,2020,Age groups,18–64 years,18–64 years,231,23.3
FRESNO,2020,Age groups,18–64 years,18–64 years,1833,30.4
GLENN,2020,Age groups,18–64 years,18–64 years,37,22.1
HUMBOLDT,2020,Age groups,18–64 years,18–64 years,337,45.2
IMPERIAL,2020,Age groups,18–64 years,18–64 years,262,23.9
INYO,2020,Age groups,18–64 years,18–64 years,23,23.1
KERN,2020,Age groups,18–64 years,18–64 years,1637,29.8
KINGS,2020,Age groups,18–64 years,18–64 years,254,28.1
LAKE,2020,Age groups,18–64 years,18–64 years,180,54.1
LASSEN,2020,Age groups,18–64 years,18–64 years,71,43
LOS ANGELES,2020,Age groups,18–64 years,18–64 years,17486,27.7
MADERA,2020,Age groups,18–64 years,18–64 years,247,26.8
MARIN,2020,Age groups,18–64 years,18–64 years,175,12.5
MARIPOSA,2020,Age groups,18–64 years,18–64 years,14,19.1
MENDOCINO,2020,Age groups,18–64 years,18–64 years,223,48
MERCED,2020,Age groups,18–64 years,18–64 years,680,41.1
MODOC,2020,Age groups,18–64 years,18–64 years,26,59.5
MONO,2020,Age groups,18–64 years,18–64 years,26,32.1
MONTEREY,2020,Age groups,18–64 years,18–64 years,599,23.2
NAPA,2020,Age groups,18–64 years,18–64 years,207,23.9
NEVADA,2020,Age groups,18–64 years,18–64 years,137,28.5
ORANGE,2020,Age groups,18–64 years,18–64 years,3044,15.8
PLACER,2020,Age groups,18–64 years,18–64 years,432,18.8
PLUMAS,2020,Age groups,18–64 years,18–64 years,43,56.1
RIVERSIDE,2020,Age groups,18–64 years,18–64 years,4082,28.3
SACRAMENTO,2020,Age groups,18–64 years,18–64 years,3996,41.9
SAN BENITO,2020,Age groups,18–64 years,18–64 years,149,40.6
SAN BERNARDINO,2020,Age groups,18–64 years,18–64 years,4864,36.5
SAN DIEGO,2020,Age groups,18–64 years,18–64 years,3669,18.4
SAN FRANCISCO,2020,Age groups,18–64 years,18–64 years,963,16
SAN JOAQUIN,2020,Age groups,18–64 years,18–64 years,2035,43.9
SAN LUIS OBISPO,2020,Age groups,18–64 years,18–64 years,304,21.3
SAN MATEO,2020,Age groups,18–64 years,18–64 years,705,15
SANTA BARBARA,2020,Age groups,18–64 years,18–64 years,475,17.5
SANTA CLARA,2020,Age groups,18–64 years,18–64 years,2013,16.7
SANTA CRUZ,2020,Age groups,18–64 years,18–64 years,322,20
SHASTA,2020,Age groups,18–64 years,18–64 years,297,30.4
SIERRA,2020,Age groups,18–64 years,18–64 years,NA,NA
SISKIYOU,2020,Age groups,18–64 years,18–64 years,66,32.7
SOLANO,2020,Age groups,18–64 years,18–64 years,1199,46.4
SONOMA,2020,Age groups,18–64 years,18–64 years,581,20.7
STANISLAUS,2020,Age groups,18–64 years,18–64 years,1193,35.8
SUTTER,2020,Age groups,18–64 years,18–64 years,116,20.1
TEHAMA,2020,Age groups,18–64 years,18–64 years,129,34.3
TRINITY,2020,Age groups,18–64 years,18–64 years,21,36.2
TULARE,2020,Age groups,18–64 years,18–64 years,695,25.2
TUOLUMNE,2020,Age groups,18–64 years,18–64 years,77,27.9
VENTURA,2020,Age groups,18–64 years,18–64 years,931,18.7
YOLO,2020,Age groups,18–64 years,18–64 years,333,27.2
YUBA,2020,Age groups,18–64 years,18–64 years,140,31
CALIFORNIA,2020,Age groups,65+ years,65+ years,8305,13.1
ALAMEDA,2020,Age groups,65+ years,65+ years,492,18.9
ALPINE,2020,Age groups,65+ years,65+ years,0,0
AMADOR,2020,Age groups,65+ years,65+ years,16,14.8
BUTTE,2020,Age groups,65+ years,65+ years,36,9.3
CALAVERAS,2020,Age groups,65+ years,65+ years,18,13
COLUSA,2020,Age groups,65+ years,65+ years,NA,NA
CONTRA COSTA,2020,Age groups,65+ years,65+ years,310,15.2
DEL NORTE,2020,Age groups,65+ years,65+ years,NA,NA
EL DORADO,2020,Age groups,65+ years,65+ years,54,13
FRESNO,2020,Age groups,65+ years,65+ years,209,15.5
GLENN,2020,Age groups,65+ years,65+ years,NA,NA
HUMBOLDT,2020,Age groups,65+ years,65+ years,39,14.9
IMPERIAL,2020,Age groups,65+ years,65+ years,42,15.7
INYO,2020,Age groups,65+ years,65+ years,NA,NA
KERN,2020,Age groups,65+ years,65+ years,143,12.7
KINGS,2020,Age groups,65+ years,65+ years,15,8.6
LAKE,2020,Age groups,65+ years,65+ years,32,20.5
LASSEN,2020,Age groups,65+ years,65+ years,11,NA
LOS ANGELES,2020,Age groups,65+ years,65+ years,2096,13.3
MADERA,2020,Age groups,65+ years,65+ years,32,13.6
MARIN,2020,Age groups,65+ years,65+ years,53,8.5
MARIPOSA,2020,Age groups,65+ years,65+ years,NA,NA
MENDOCINO,2020,Age groups,65+ years,65+ years,34,17.7
MERCED,2020,Age groups,65+ years,65+ years,50,14.7
MODOC,2020,Age groups,65+ years,65+ years,NA,NA
MONO,2020,Age groups,65+ years,65+ years,NA,NA
MONTEREY,2020,Age groups,65+ years,65+ years,76,11.6
NAPA,2020,Age groups,65+ years,65+ years,62,22.5
NEVADA,2020,Age groups,65+ years,65+ years,19,6.9
ORANGE,2020,Age groups,65+ years,65+ years,490,9.5
PLACER,2020,Age groups,65+ years,65+ years,80,9.4
PLUMAS,2020,Age groups,65+ years,65+ years,NA,NA
RIVERSIDE,2020,Age groups,65+ years,65+ years,434,11
SACRAMENTO,2020,Age groups,65+ years,65+ years,424,17.8
SAN BENITO,2020,Age groups,65+ years,65+ years,24,25.3
SAN BERNARDINO,2020,Age groups,65+ years,65+ years,398,14
SAN DIEGO,2020,Age groups,65+ years,65+ years,559,10.6
SAN FRANCISCO,2020,Age groups,65+ years,65+ years,200,12.8
SAN JOAQUIN,2020,Age groups,65+ years,65+ years,218,20.2
SAN LUIS OBISPO,2020,Age groups,65+ years,65+ years,51,8.3
SAN MATEO,2020,Age groups,65+ years,65+ years,181,12.8
SANTA BARBARA,2020,Age groups,65+ years,65+ years,68,9.4
SANTA CLARA,2020,Age groups,65+ years,65+ years,322,10.6
SANTA CRUZ,2020,Age groups,65+ years,65+ years,57,11.6
SHASTA,2020,Age groups,65+ years,65+ years,29,7.3
SIERRA,2020,Age groups,65+ years,65+ years,0,0
SISKIYOU,2020,Age groups,65+ years,65+ years,NA,NA
SOLANO,2020,Age groups,65+ years,65+ years,198,25.6
SONOMA,2020,Age groups,65+ years,65+ years,154,14.4
STANISLAUS,2020,Age groups,65+ years,65+ years,127,16.2
SUTTER,2020,Age groups,65+ years,65+ years,23,14.1
TEHAMA,2020,Age groups,65+ years,65+ years,NA,NA
TRINITY,2020,Age groups,65+ years,65+ years,NA,NA
TULARE,2020,Age groups,65+ years,65+ years,65,10.8
TUOLUMNE,2020,Age groups,65+ years,65+ years,21,14
VENTURA,2020,Age groups,65+ years,65+ years,124,8.8
YOLO,2020,Age groups,65+ years,65+ years,46,16.1
YUBA,2020,Age groups,65+ years,65+ years,13,11
CALIFORNIA,2020,Race/ethnicity,White,All ages,25776,18.3
ALAMEDA,2020,Race/ethnicity,White,All ages,726,13.1
ALPINE,2020,Race/ethnicity,White,All ages,0,0
AMADOR,2020,Race/ethnicity,White,All ages,87,37.6
BUTTE,2020,Race/ethnicity,White,All ages,292,21.4
CALAVERAS,2020,Race/ethnicity,White,All ages,90,30
COLUSA,2020,Race/ethnicity,White,All ages,20,30.6
CONTRA COSTA,2020,Race/ethnicity,White,All ages,767,15
DEL NORTE,2020,Race/ethnicity,White,All ages,73,50.3
EL DORADO,2020,Race/ethnicity,White,All ages,262,20.6
FRESNO,2020,Race/ethnicity,White,All ages,736,26.3
GLENN,2020,Race/ethnicity,White,All ages,23,16.3
HUMBOLDT,2020,Race/ethnicity,White,All ages,289,31.7
IMPERIAL,2020,Race/ethnicity,White,All ages,40,21.8
INYO,2020,Race/ethnicity,White,All ages,22,22.9
KERN,2020,Race/ethnicity,White,All ages,660,21.5
KINGS,2020,Race/ethnicity,White,All ages,109,22.2
LAKE,2020,Race/ethnicity,White,All ages,171,44.1
LASSEN,2020,Race/ethnicity,White,All ages,53,33.2
LOS ANGELES,2020,Race/ethnicity,White,All ages,3754,15.3
MADERA,2020,Race/ethnicity,White,All ages,130,26.9
MARIN,2020,Race/ethnicity,White,All ages,146,8.1
MARIPOSA,2020,Race/ethnicity,White,All ages,23,20.3
MENDOCINO,2020,Race/ethnicity,White,All ages,205,43
MERCED,2020,Race/ethnicity,White,All ages,242,32
MODOC,2020,Race/ethnicity,White,All ages,19,31.7
MONO,2020,Race/ethnicity,White,All ages,18,24.7
MONTEREY,2020,Race/ethnicity,White,All ages,191,17
NAPA,2020,Race/ethnicity,White,All ages,147,19.7
NEVADA,2020,Race/ethnicity,White,All ages,138,21.2
ORANGE,2020,Race/ethnicity,White,All ages,1765,14.6
PLACER,2020,Race/ethnicity,White,All ages,436,15.8
PLUMAS,2020,Race/ethnicity,White,All ages,40,37.7
RIVERSIDE,2020,Race/ethnicity,White,All ages,1738,21.7
SACRAMENTO,2020,Race/ethnicity,White,All ages,1609,23.3
SAN BENITO,2020,Race/ethnicity,White,All ages,59,27.9
SAN BERNARDINO,2020,Race/ethnicity,White,All ages,1762,27.2
SAN DIEGO,2020,Race/ethnicity,White,All ages,1706,11.6
SAN FRANCISCO,2020,Race/ethnicity,White,All ages,364,9.4
SAN JOAQUIN,2020,Race/ethnicity,White,All ages,633,27
SAN LUIS OBISPO,2020,Race/ethnicity,White,All ages,261,16.5
SAN MATEO,2020,Race/ethnicity,White,All ages,307,9.8
SANTA BARBARA,2020,Race/ethnicity,White,All ages,254,13.2
SANTA CLARA,2020,Race/ethnicity,White,All ages,713,11
SANTA CRUZ,2020,Race/ethnicity,White,All ages,241,15.4
SHASTA,2020,Race/ethnicity,White,All ages,316,25
SIERRA,2020,Race/ethnicity,White,All ages,NA,NA
SISKIYOU,2020,Race/ethnicity,White,All ages,62,24.9
SOLANO,2020,Race/ethnicity,White,All ages,507,32
SONOMA,2020,Race/ethnicity,White,All ages,500,16.7
STANISLAUS,2020,Race/ethnicity,White,All ages,661,29.8
SUTTER,2020,Race/ethnicity,White,All ages,82,19.6
TEHAMA,2020,Race/ethnicity,White,All ages,96,23.8
TRINITY,2020,Race/ethnicity,White,All ages,21,28.7
TULARE,2020,Race/ethnicity,White,All ages,279,22.1
TUOLUMNE,2020,Race/ethnicity,White,All ages,107,30.5
VENTURA,2020,Race/ethnicity,White,All ages,538,15.5
YOLO,2020,Race/ethnicity,White,All ages,155,15.9
YUBA,2020,Race/ethnicity,White,All ages,109,26.2
CALIFORNIA,2020,Race/ethnicity,Black,All ages,20061,89.9
ALAMEDA,2020,Race/ethnicity,Black,All ages,1681,89.8
ALPINE,2020,Race/ethnicity,Black,All ages,0,0
AMADOR,2020,Race/ethnicity,Black,All ages,NA,NA
BUTTE,2020,Race/ethnicity,Black,All ages,53,134.4
CALAVERAS,2020,Race/ethnicity,Black,All ages,NA,NA
COLUSA,2020,Race/ethnicity,Black,All ages,NA,NA
CONTRA COSTA,2020,Race/ethnicity,Black,All ages,1005,98.7
DEL NORTE,2020,Race/ethnicity,Black,All ages,NA,NA
EL DORADO,2020,Race/ethnicity,Black,All ages,14,92.6
FRESNO,2020,Race/ethnicity,Black,All ages,550,108.9
GLENN,2020,Race/ethnicity,Black,All ages,0,0
HUMBOLDT,2020,Race/ethnicity,Black,All ages,37,242
IMPERIAL,2020,Race/ethnicity,Black,All ages,NA,NA
INYO,2020,Race/ethnicity,Black,All ages,NA,NA
KERN,2020,Race/ethnicity,Black,All ages,520,100.6
KINGS,2020,Race/ethnicity,Black,All ages,53,50.8
LAKE,2020,Race/ethnicity,Black,All ages,25,246.3
LASSEN,2020,Race/ethnicity,Black,All ages,NA,NA
LOS ANGELES,2020,Race/ethnicity,Black,All ages,6439,82.8
MADERA,2020,Race/ethnicity,Black,All ages,22,60.6
MARIN,2020,Race/ethnicity,Black,All ages,33,46.1
MARIPOSA,2020,Race/ethnicity,Black,All ages,NA,NA
MENDOCINO,2020,Race/ethnicity,Black,All ages,11,NA
MERCED,2020,Race/ethnicity,Black,All ages,127,140.9
MODOC,2020,Race/ethnicity,Black,All ages,0,0
MONO,2020,Race/ethnicity,Black,All ages,0,0
MONTEREY,2020,Race/ethnicity,Black,All ages,57,56.4
NAPA,2020,Race/ethnicity,Black,All ages,22,95.1
NEVADA,2020,Race/ethnicity,Black,All ages,NA,NA
ORANGE,2020,Race/ethnicity,Black,All ages,286,62.2
PLACER,2020,Race/ethnicity,Black,All ages,30,61
PLUMAS,2020,Race/ethnicity,Black,All ages,NA,NA
RIVERSIDE,2020,Race/ethnicity,Black,All ages,1074,75.6
SACRAMENTO,2020,Race/ethnicity,Black,All ages,1843,117.3
SAN BENITO,2020,Race/ethnicity,Black,All ages,NA,NA
SAN BERNARDINO,2020,Race/ethnicity,Black,All ages,1483,81.2
SAN DIEGO,2020,Race/ethnicity,Black,All ages,901,56.1
SAN FRANCISCO,2020,Race/ethnicity,Black,All ages,445,100
SAN JOAQUIN,2020,Race/ethnicity,Black,All ages,718,129.9
SAN LUIS OBISPO,2020,Race/ethnicity,Black,All ages,NA,NA
SAN MATEO,2020,Race/ethnicity,Black,All ages,70,33.8
SANTA BARBARA,2020,Race/ethnicity,Black,All ages,53,66.1
SANTA CLARA,2020,Race/ethnicity,Black,All ages,267,56.5
SANTA CRUZ,2020,Race/ethnicity,Black,All ages,21,74.1
SHASTA,2020,Race/ethnicity,Black,All ages,15,79.1
SIERRA,2020,Race/ethnicity,Black,All ages,0,0
SISKIYOU,2020,Race/ethnicity,Black,All ages,NA,NA
SOLANO,2020,Race/ethnicity,Black,All ages,583,99.5
SONOMA,2020,Race/ethnicity,Black,All ages,44,63.9
STANISLAUS,2020,Race/ethnicity,Black,All ages,162,111.3
SUTTER,2020,Race/ethnicity,Black,All ages,16,88.5
TEHAMA,2020,Race/ethnicity,Black,All ages,NA,NA
TRINITY,2020,Race/ethnicity,Black,All ages,0,0
TULARE,2020,Race/ethnicity,Black,All ages,63,119.5
TUOLUMNE,2020,Race/ethnicity,Black,All ages,NA,NA
VENTURA,2020,Race/ethnicity,Black,All ages,66,51.9
YOLO,2020,Race/ethnicity,Black,All ages,60,123.9
YUBA,2020,Race/ethnicity,Black,All ages,24,99.8
CALIFORNIA,2020,Race/ethnicity,Hispanic,All ages,39215,24.6
ALAMEDA,2020,Race/ethnicity,Hispanic,All ages,915,23.4
ALPINE,2020,Race/ethnicity,Hispanic,All ages,0,0
AMADOR,2020,Race/ethnicity,Hispanic,All ages,NA,NA
BUTTE,2020,Race/ethnicity,Hispanic,All ages,69,19.7
CALAVERAS,2020,Race/ethnicity,Hispanic,All ages,12,30.2
COLUSA,2020,Race/ethnicity,Hispanic,All ages,21,15.2
CONTRA COSTA,2020,Race/ethnicity,Hispanic,All ages,850,28.9
DEL NORTE,2020,Race/ethnicity,Hispanic,All ages,15,34.1
EL DORADO,2020,Race/ethnicity,Hispanic,All ages,49,19.8
FRESNO,2020,Race/ethnicity,Hispanic,All ages,1983,34.7
GLENN,2020,Race/ethnicity,Hispanic,All ages,27,23.6
HUMBOLDT,2020,Race/ethnicity,Hispanic,All ages,45,25.9
IMPERIAL,2020,Race/ethnicity,Hispanic,All ages,418,26.4
INYO,2020,Race/ethnicity,Hispanic,All ages,12,27.2
KERN,2020,Race/ethnicity,Hispanic,All ages,1201,24.5
KINGS,2020,Race/ethnicity,Hispanic,All ages,252,30.2
LAKE,2020,Race/ethnicity,Hispanic,All ages,53,43.9
LASSEN,2020,Race/ethnicity,Hispanic,All ages,NA,NA
LOS ANGELES,2020,Race/ethnicity,Hispanic,All ages,12755,25
MADERA,2020,Race/ethnicity,Hispanic,All ages,316,33.3
MARIN,2020,Race/ethnicity,Hispanic,All ages,76,17.4
MARIPOSA,2020,Race/ethnicity,Hispanic,All ages,NA,NA
MENDOCINO,2020,Race/ethnicity,Hispanic,All ages,70,31
MERCED,2020,Race/ethnicity,Hispanic,All ages,616,37.6
MODOC,2020,Race/ethnicity,Hispanic,All ages,NA,NA
MONO,2020,Race/ethnicity,Hispanic,All ages,17,41.4
MONTEREY,2020,Race/ethnicity,Hispanic,All ages,587,21.7
NAPA,2020,Race/ethnicity,Hispanic,All ages,127,27.4
NEVADA,2020,Race/ethnicity,Hispanic,All ages,17,17.3
ORANGE,2020,Race/ethnicity,Hispanic,All ages,2073,17.9
PLACER,2020,Race/ethnicity,Hispanic,All ages,74,13.7
PLUMAS,2020,Race/ethnicity,Hispanic,All ages,NA,NA
RIVERSIDE,2020,Race/ethnicity,Hispanic,All ages,2631,22
SACRAMENTO,2020,Race/ethnicity,Hispanic,All ages,1179,32.5
SAN BENITO,2020,Race/ethnicity,Hispanic,All ages,141,40.9
SAN BERNARDINO,2020,Race/ethnicity,Hispanic,All ages,2906,25.1
SAN DIEGO,2020,Race/ethnicity,Hispanic,All ages,2221,18.9
SAN FRANCISCO,2020,Race/ethnicity,Hispanic,All ages,328,25
SAN JOAQUIN,2020,Race/ethnicity,Hispanic,All ages,1044,32.3
SAN LUIS OBISPO,2020,Race/ethnicity,Hispanic,All ages,116,20
SAN MATEO,2020,Race/ethnicity,Hispanic,All ages,406,20.4
SANTA BARBARA,2020,Race/ethnicity,Hispanic,All ages,323,15.1
SANTA CLARA,2020,Race/ethnicity,Hispanic,All ages,1219,22.4
SANTA CRUZ,2020,Race/ethnicity,Hispanic,All ages,174,19.1
SHASTA,2020,Race/ethnicity,Hispanic,All ages,29,15.7
SIERRA,2020,Race/ethnicity,Hispanic,All ages,0,0
SISKIYOU,2020,Race/ethnicity,Hispanic,All ages,NA,NA
SOLANO,2020,Race/ethnicity,Hispanic,All ages,382,33.5
SONOMA,2020,Race/ethnicity,Hispanic,All ages,275,20.2
STANISLAUS,2020,Race/ethnicity,Hispanic,All ages,812,31.6
SUTTER,2020,Race/ethnicity,Hispanic,All ages,67,21.8
TEHAMA,2020,Race/ethnicity,Hispanic,All ages,52,30.3
TRINITY,2020,Race/ethnicity,Hispanic,All ages,NA,NA
TULARE,2020,Race/ethnicity,Hispanic,All ages,752,23.9
TUOLUMNE,2020,Race/ethnicity,Hispanic,All ages,16,28.6
VENTURA,2020,Race/ethnicity,Hispanic,All ages,667,17.9
YOLO,2020,Race/ethnicity,Hispanic,All ages,189,31.9
YUBA,2020,Race/ethnicity,Hispanic,All ages,49,22.6
CALIFORNIA,2020,Race/ethnicity,Asian/PI,All ages,5724,10.5
ALAMEDA,2020,Race/ethnicity,Asian/PI,All ages,539,11.7
ALPINE,2020,Race/ethnicity,Asian/PI,All ages,0,0
AMADOR,2020,Race/ethnicity,Asian/PI,All ages,0,0
BUTTE,2020,Race/ethnicity,Asian/PI,All ages,13,15.6
CALAVERAS,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
COLUSA,2020,Race/ethnicity,Asian/PI,All ages,0,0
CONTRA COSTA,2020,Race/ethnicity,Asian/PI,All ages,209,11.8
DEL NORTE,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
EL DORADO,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
FRESNO,2020,Race/ethnicity,Asian/PI,All ages,122,12.9
GLENN,2020,Race/ethnicity,Asian/PI,All ages,0,0
HUMBOLDT,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
IMPERIAL,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
INYO,2020,Race/ethnicity,Asian/PI,All ages,0,0
KERN,2020,Race/ethnicity,Asian/PI,All ages,57,13.7
KINGS,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
LAKE,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
LASSEN,2020,Race/ethnicity,Asian/PI,All ages,11,NA
LOS ANGELES,2020,Race/ethnicity,Asian/PI,All ages,1253,9.2
MADERA,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
MARIN,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
MARIPOSA,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
MENDOCINO,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
MERCED,2020,Race/ethnicity,Asian/PI,All ages,19,10.1
MODOC,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
MONO,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
MONTEREY,2020,Race/ethnicity,Asian/PI,All ages,30,10.5
NAPA,2020,Race/ethnicity,Asian/PI,All ages,16,12.2
NEVADA,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
ORANGE,2020,Race/ethnicity,Asian/PI,All ages,452,7.7
PLACER,2020,Race/ethnicity,Asian/PI,All ages,35,14
PLUMAS,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
RIVERSIDE,2020,Race/ethnicity,Asian/PI,All ages,148,9.3
SACRAMENTO,2020,Race/ethnicity,Asian/PI,All ages,468,18.9
SAN BENITO,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
SAN BERNARDINO,2020,Race/ethnicity,Asian/PI,All ages,132,9.5
SAN DIEGO,2020,Race/ethnicity,Asian/PI,All ages,380,10.2
SAN FRANCISCO,2020,Race/ethnicity,Asian/PI,All ages,207,7.1
SAN JOAQUIN,2020,Race/ethnicity,Asian/PI,All ages,226,20.3
SAN LUIS OBISPO,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
SAN MATEO,2020,Race/ethnicity,Asian/PI,All ages,204,9.3
SANTA BARBARA,2020,Race/ethnicity,Asian/PI,All ages,17,8
SANTA CLARA,2020,Race/ethnicity,Asian/PI,All ages,486,7.4
SANTA CRUZ,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
SHASTA,2020,Race/ethnicity,Asian/PI,All ages,18,34
SIERRA,2020,Race/ethnicity,Asian/PI,All ages,0,0
SISKIYOU,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
SOLANO,2020,Race/ethnicity,Asian/PI,All ages,173,25.1
SONOMA,2020,Race/ethnicity,Asian/PI,All ages,34,14.2
STANISLAUS,2020,Race/ethnicity,Asian/PI,All ages,60,18.8
SUTTER,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
TEHAMA,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
TRINITY,2020,Race/ethnicity,Asian/PI,All ages,NA,NA
TULARE,2020,Race/ethnicity,Asian/PI,All ages,14,9.1
TUOLUMNE,2020,Race/ethnicity,Asian/PI,All ages,0,0
VENTURA,2020,Race/ethnicity,Asian/PI,All ages,37,6.2
YOLO,2020,Race/ethnicity,Asian/PI,All ages,18,6.7
YUBA,2020,Race/ethnicity,Asian/PI,All ages,0,0
CALIFORNIA,2020,Race/ethnicity,AI/AN,All ages,340,20.7
ALAMEDA,2020,Race/ethnicity,AI/AN,All ages,NA,NA
ALPINE,2020,Race/ethnicity,AI/AN,All ages,0,0
AMADOR,2020,Race/ethnicity,AI/AN,All ages,0,0
BUTTE,2020,Race/ethnicity,AI/AN,All ages,NA,NA
CALAVERAS,2020,Race/ethnicity,AI/AN,All ages,0,0
COLUSA,2020,Race/ethnicity,AI/AN,All ages,0,0
CONTRA COSTA,2020,Race/ethnicity,AI/AN,All ages,NA,NA
DEL NORTE,2020,Race/ethnicity,AI/AN,All ages,NA,NA
EL DORADO,2020,Race/ethnicity,AI/AN,All ages,NA,NA
FRESNO,2020,Race/ethnicity,AI/AN,All ages,NA,NA
GLENN,2020,Race/ethnicity,AI/AN,All ages,NA,NA
HUMBOLDT,2020,Race/ethnicity,AI/AN,All ages,24,39.1
IMPERIAL,2020,Race/ethnicity,AI/AN,All ages,0,0
INYO,2020,Race/ethnicity,AI/AN,All ages,NA,NA
KERN,2020,Race/ethnicity,AI/AN,All ages,11,NA
KINGS,2020,Race/ethnicity,AI/AN,All ages,NA,NA
LAKE,2020,Race/ethnicity,AI/AN,All ages,NA,NA
LASSEN,2020,Race/ethnicity,AI/AN,All ages,NA,NA
LOS ANGELES,2020,Race/ethnicity,AI/AN,All ages,54,27.3
MADERA,2020,Race/ethnicity,AI/AN,All ages,0,0
MARIN,2020,Race/ethnicity,AI/AN,All ages,0,0
MARIPOSA,2020,Race/ethnicity,AI/AN,All ages,NA,NA
MENDOCINO,2020,Race/ethnicity,AI/AN,All ages,20,56
MERCED,2020,Race/ethnicity,AI/AN,All ages,0,0
MODOC,2020,Race/ethnicity,AI/AN,All ages,NA,NA
MONO,2020,Race/ethnicity,AI/AN,All ages,0,0
MONTEREY,2020,Race/ethnicity,AI/AN,All ages,NA,NA
NAPA,2020,Race/ethnicity,AI/AN,All ages,NA,NA
NEVADA,2020,Race/ethnicity,AI/AN,All ages,NA,NA
ORANGE,2020,Race/ethnicity,AI/AN,All ages,NA,NA
PLACER,2020,Race/ethnicity,AI/AN,All ages,NA,NA
PLUMAS,2020,Race/ethnicity,AI/AN,All ages,NA,NA
RIVERSIDE,2020,Race/ethnicity,AI/AN,All ages,19,17.9
SACRAMENTO,2020,Race/ethnicity,AI/AN,All ages,13,15.8
SAN BENITO,2020,Race/ethnicity,AI/AN,All ages,0,0
SAN BERNARDINO,2020,Race/ethnicity,AI/AN,All ages,12,14.8
SAN DIEGO,2020,Race/ethnicity,AI/AN,All ages,21,14.7
SAN FRANCISCO,2020,Race/ethnicity,AI/AN,All ages,NA,NA
